null,id,text
4,1468393341,EVen though I'm talking to practically no one.... Yeah peoples im really bored.... lol tired but prolly wont be able to sleep.. lol 
0,2328908319,@m05a19y aww fuck  I thought YOU didn't love me lol. Transformers sucks so far
4,1468294333,http://twitpic.com/2y5ut - @nicholasbraun there you go 
0,2264609509,@AndreeaBerghea croissants and milk and honey- my healthy breakfast 
4,1468283046,@mswilliamsmusic  Hope ur having a great night hun n that ur feeling better.
4,1468418492,booked my hair appointment 
0,2329115257,RIP Farrah Fawcett  I know the pain of this kind of loss. My prayers go to the family.
0,2264657887,"wanna go to take a bath , but &quot;dadnapped&quot; is playing right now  what can i do ? tralala ~"
4,1468221088,"Yep, I'm receiving DMs, so at least some of you have no problems with DMs. I, however, cannot send DMs to anyone. Thanks for playing. "
4,1468283061,@Babybandit my sister is like really good so i don't need to shout at her or something  makes my job easier. its fun working with kids 
4,1468392796,while listening to short stack  sway sway baby 
4,1467972810,hanging out with Emily. I love her. She's wonderful. 
4,1468238301,"Everyone except me seems very busy doing something today..  When everyone works I chills, when everyone chills I works  LOL!"
0,2264600768,Rest in peace Neda! 
4,1468118752,"@snufsnuf I'm living in penang, its far from singapore plus i'm just getting started on IM so maybe a little while before i can go travel "
0,2328914704,@glencocco I know.  That's the saddest part.
0,2329117262,Oh. I want them together again! 
4,1467969392,"@butterflyb I must have had a dozen throat coats a few days ago. Ahhh, the Coat. That and Grand Marnier do wonders for me "
0,2264510836,http://twitpic.com/7vmqs - i miss them 
0,2264638961,"Just got thrased by hatfield peverall, we got nailed "
4,1468221104,Hi Rhian this is my first post on twitter so hope it works ok. My MBT's r fab - it's a pity I can't wear them 2 work. Hv a good day 
4,1468335312,going to bed I can't believe I'm awake still 
0,2264667062,Good Morning beautiful people!!!!.....i fell groggy 
4,1468379929,@miss_ek You were relaxing all night!! 
0,2328957861,@Architek1 that's the one i JUST posted to my facebook... same link and all. she's so fierce! 
4,1467917869,@Sexxyindividual well i dunno..i didnt give him an ans yet  u kno who am i talkin bout??
4,1468379049,@dcorsetto: isn't the bouncer at the Meck actually female?  funny stuff adorable woman  hows the stasche doin in all this?
4,1467916906,@lisaholmes you can buy my fiances duplex in Terwillegar 
4,1468039458,Good morning twitters! Tuesday... but like Thursday 
0,2329058671,@michellebeckham OMG! I hope Glenn is okay. Sorry to hear the news. 
4,1468322561,YAYYYY zack has twitter! @zackalltimelow i'm stoked. 
0,2329179227,"@eblerim yes, VM is down for more than 10 days now  But you should be able to e-mail me at my work address"
4,1467934019,I'm getting ready to drink tea.. Emma's gonna eat some Rice meal. 
0,2264564839,"@lorenhakeney woow nice!i cant go anywhere  im alone here and i think i got some fever baby,where will you go?enjoy ur nite ;)"
4,1467969736, now I'm happy 
4,1468310350,@dougiemcfly morning  i'm really upset  my rabbit ran away last night  and the postman woke me up early  reply? ilu x.
4,1467970969,"@hwaiting oh it's a random game lol im addicted with that, don't be afraid, join and be my pupil "
0,2328912760,Oh golly. Farah Fawcett died. She was my big hair role model. 
4,1468395046,"@thejester100 i AM a girl!!! But I've had no luck with guys, so maybe the email's a hint that I need to change my target audience "
4,1468161369,Going out soon. Got Mileys CD 
0,2264567782,It is 9.15pm and I'm so not prepared for my exam tomorrow - questioning if going back to uni whilst working full time was a good idea 
0,2329122339,Ugh I need to vacuum but roomie#1's boyfriend has our vacuum 
0,2264507916,"Gw tomboy, tp gw cewek, ok?  please remember that... http://plurk.com/p/12ntl4"
4,1467844261,My hair is blue. 
4,1468309142,"@jemcam yes ,'Lost' from anouk this one I like a lot ;-) u know it ? Look YouTube "
4,1468294922,@Whatleydude you're a star  cheers!
4,1468222458,"@ragsmadison Ongina, perhaps? (contestant in RuPaul's Drag Race) "
4,1468164478,leave the irreparable past in God's hands and step out into the irresistible future with Him! 
0,2329140835,"Laying on the couch, its raining really bad  rain sucks"
0,2264692559,"âCanât the United Nations help us?ï¿½? one woman asked me. I said I doubtd tht very much. âSo,ï¿½? she said, âwe r on our own.ï¿½?  #IranElection"
4,1468237171,@mrgarylee Awww that was nice! Thanks  and of course you are very welcome!
4,1467863956,"It's been a while since i have watched the Cosby Show, i forgot how funny it was  BUT CAN'T SLEEP THOUGH grrrrr"
4,1468381261,"YES!!! New Zune coming this year, and it's almost certain to be a worldwide release at last!!!   http://bit.ly/6Uwk"
4,1468223151,@kalemeow  thanks!
4,1467917197,@ThaStevieG my bunnys name was Lucy  you can go ahead and guess who she was named after lmao
4,1468178965,@Mamacitax7 I could survive... 
4,1468379495,commentators are talking of Shaq and Nash's twittering on a Live Phx Suns match 
4,1467987306,"@mackmaine just checkin in with you, Saying hello. "
4,1468117645,Sleep. Then AT&amp;T in the morning. Oh the sweet smell of the boys of summer. 
4,1468037380,"@AnnekaF Haha, I'm not that silly I'd need another job first. Got more plans into motion for moving overseas now anyhow "
4,1467842734,"@magopus Hahaha! Well if they ever run out of ideas, I'm nominating you to come up with some good ones. "
4,1468117635,@dileno You need to straighten up your gaming! More gaming equals more happiness 
4,1468177717,uploading THE MAINE interview. enjoy 
0,2329087737,Chinese food sounds good right about now! thats what i smell and i might give into temptation and get sum! but i have a lunch already 
4,1467863122,oh oh oh!!! gonna go buy Twilight on DVD today  I have to extend my overdraft for the 2nd time in as many weeks so I may aswell!!
4,1467936496,"soon, i'm going to bed "
4,1468308197,"@caleyanne awe, haha are you for real? ahhh! thank you  this is the next big &quot;facebook&quot; or &quot;myspace&quot; haha i know it"
0,2329055330,I feel very bad for both Ryan and son Redmond  I heard that her dad is not doing well either 
4,1467862776,"@aiduong Oh goodness, I didn't know you could message friends on here! Hello Ai "
4,1468252227,@aulia @savitri - I definitely missed something  It's my first ;)
0,2328966187,Pos the last time I'm in the parish for a long time. 
4,1468005431,mock + documentary=mockumentary  
0,2264525680,Weekend`s soon to be over. How sad. 
0,2329204559,Farrah Fawcett passed away...so sad 
0,2329167391,Sucks. Not sux. I miss you so much 
4,1468322382,This is kinda fun   http://tinyurl.com/cfnzpk
4,1468210499,@Adricorn Thanks for your Atwood advice - I'll put them on my list. 
4,1468295405,@bogues26 Bye! Have a Good Night! 
4,1468132734,"eww maths, one day till holidays "
4,1468161873,lol @PartyWater. This will mostly depend on how you dance ! If you dance like no-one is watching then maybe a bit more ! 
4,1468192805,@alicam thanks very much for the follow 
0,2329085526,"I want to go swimming, its too damn hot!! but my pool is filthy!! blahhhh "
0,2264564825,"did not make it to the wedding. woke up at 4  finally bought crank 2  Jason Statham, here i come."
4,1468268968,Watching part one of the &quot;Who was Jesus&quot; trilogy from discovery channel  on dvr. 
0,2328994854,is sad that Farrah Fawcett passed away! 
4,1468419784,@shruticute LOL... he's new... and he's a prankster...  trying to name a character i am trying to create...
4,1468144601,"As another long day begins, James is glad it's sunny. Stay away nasty rain "
4,1468380688,"@Wudruff yeah all is fab ta, certainly lots to learn but think I'm getting there   Hows things with you down the sunny coast?"
0,2264572412,I leave for holiday in about 10 hours. I've done nothing today and am no-where near ready 
4,1468208162,goood morning tom and dougie 
4,1467862363,@KourtneyKardash yep Mornings are the Best! nighttime is chill time 
4,1468337895,"@annaraven Thanks Anna, I will...sure that a hot shower and plenty of 'Origins' will put me back on track! "
4,1468391223,"2 sites in progress being made, few extra $$ along with stimulas $900, might take a trip before xmas "
4,1468193720,Just  found all these new pictures from my photo shoot that I had never seen!! yay 
4,1468131391,What a session! Headin' to my lady's house for some home cookin' 
4,1468132772,"happy birthday Sybil. wow. // coffee at nearly 3 in the morning. in for another LONG night... or, morning?! "
4,1467844924,@Lyndeeezy hahah not yet! but soon. very soon 
4,1468164399,@Tricia_PsGuard Meeee tooooo. But it's freezing outside and I don't want to miss this!!!! I have a job to do! 
4,1467901291,on facebook 
4,1468324141,Bed time! Jill gets here tomorrow 
4,1468053540,"going to bed soon.  finally! i was talkin with one of my best friends, myla.  i haven't had good girl-talk in a LONG time!  fun-fun."
4,1468161103,for those who are puzzled by umtweeti wam 
0,2264700735,Boooo slamming headaches 
4,1468129708,Just typed up massive trench warfare plans for the defense of the Papal States in 1983. &lt;3 forum-based geopolitical wargames. 
4,1468349583,@gurlystar14 wow. so romantic!! 
0,2328999580,Aww thanks. I'm messing up my make up  I've worked so hard between music n school and my personal life...I can't please the world
4,1468251220,It's great to know to be in your thoughts!!and...yes..we are lucky. 
0,2329089917,misses both of her littles something awful 
4,1467900135,i wonder how long i can stay up until i pass out and wake up again at 6 
0,2264580566,@rushist 
4,1468023762,re-booting my room 
4,1468145736,EXCITING! Suppose to be 75 degrees out tomorrow! YEAH!!!!  
4,1467934893,goodnight everyone 
4,1468296075,@perrins it's like a classroom on here this morning 
4,1468280135,woo. its late! haha  goodnight twitterverse! xoxo
4,1468251348,@babysitterdirec I was one of 5 kids  We didn't go on many holidays; there was too much to organize lol!
4,1468335595,"@MissxMarisa cool, listening to them now thanks!! "
4,1468206808,just found his iPod! 
0,2264516919,Primeval's being cancelled apparently. 
4,1468178572,@The_Apprentice_  come on down buddy. would love to have ya 
4,1467970653,listening to dashboard &quot;ghost of a good thing&quot; mannn definitely takes me down memory lane  good night kids
0,2264651361,"Doesn't have a friggin slue how to work this!! Arghh, helpp?? "
0,2264577586,WATCHING 17 AGAIN!!! 3rd time 
4,1468379125,"@EPMorgan  La K, La F, and La T will rock Notts! so call me and let me know your progress ;) xx"
4,1467935381,@islandcubfree but of course bud 
0,2329027575,Bubba the Butterfly is still mad at me...... 
4,1467936067,@erin2011 If you have any questions about journalism don't hesitate!   Good luck with everything!
0,2264564884,just ate too much again 
4,1468237608,@ExpectToConnect i'll be sure to  look forward to seeing it!
0,2264601571,"i neeed a job, anyone know anywhere with vacancies "
4,1468085319,@Blondilucious LOL exactly!  Too funny you just took me back 
0,2328996091,"So long, Farrah - http://www.cnn.com/2009/SHOWBIZ/TV/06/25/obit.fawcett/index.html - "
0,2264649276,it's been 2 months since lifou! whoa! it doesn't even feel like we ever went there 
4,1468084508,@midnight_plue thanks Plue 
4,1468085036,"supposedly i should be a motel owner, to get an insurance for the same as per some call-center execs.... man i feel rich "
4,1468296136,@anuheajams great news! can't wait to see you live in SD  
4,1468324344,@abegruber I'm a Wii virgin  Just need to get my tweet on! Now I'm pumped and getting back to pixels &amp; vectors!
4,1468323868,In work early.  Happy birthday to me 
0,2328912690,Farrah Fawcett just died. This is so sad. She was 62. R.I.P. 
0,2329002998,Almost to Cornelius Pass. Gonna lose reception soon. 
4,1468223828,Can't wait for tomorrow 
4,1468281056,sitting at home and listen to my fav music 
4,1468195134,@kirstyr77 Thanks!  Hope all is well with you too!
0,2264689910,@jamiemcflyx i knoww  arghh. its not faaaaaaaaair :')
0,2264657262,@hartluck why didnt you jump tonight waqs so waiting to see you do ur tricks 
4,1468225351,"Coachella next weekend!!!!!!!!!! Paul, i'll be seeing you there....  pure happiness "
4,1467863034,"Didn't get my nap before, thinking I really need one now. Be back later, twitterpeeps. "
0,2329178910,Farrah Fawcett has died  WE need to find a cure for cancer. Prayers to her family!
4,1468161672,"Apart from I-tunes, can anyone recommend a good and reasonable download site? And I should say &quot;legitimate.&quot; "
0,2329001169,@LoveandLabels she just passed away this morning  sooo sad! the OG charlie's angel!
4,1468379362,my cat Micas is really a dog trapped inside a cat's body 
0,2329202936,doesnt know what to do 
0,2329026779,@rainnwilson a NSFW warning would have been nice 
4,1468380757,Anyone up for yogurt Karhi. I'm making one for the very first time 
4,1468178007,@genn_org hey? Where r u? Still in irish pub in Rome? 
0,2264517387,"HELP IRAN, AND ITS PEOPLE "
4,1468100413,Finally going to bed.. 
4,1468253532,Good Morning! Determined 2 make it sweeter than b4... 
4,1468069688,Going to bed after a very blessed day today night twits! 
0,2329030678,@lisabulous  I don't want to hear excuses. It's set for 6-8 but I doubt there'll be an exodus right at 8. I'll stick around. Be there!
4,1467864230,"@cityrat59 lol! you counted 15 times! Yeah, it was a drag today...wasn't sure if my tweets were going out. seems to behave now though "
4,1467842254,Just spoke with my fam in #Japan via #Skype! Love to see my little 16-mo-old nephew growing! 
4,1467823919,YAY! found a new cuddle buddy 
4,1468161057,can't access his bank account ;) this is going to be fuuuuuuuun 
4,1468161483,Morning - how nice to see everyone is awake and chirp - it helps 
0,2329087315,@Nakialjackson Aww...that's sad 
4,1467972598,@mikeexists waiting for your call 
4,1467843504,"@firestoned - Dude, stars are always awesome.    Surprised to see you tweeting."
0,2328937790,@nicolerichie i am beyond sad she passed... i feel like a bit of me vanished.  rip.
4,1468282303,@Johnnyrecorder Just lovely 
4,1467880019,@JonathanRKnight wake up with ah Jon tweet. The Best start for my day  thx Jon love You
4,1467899047,Another day in the office... 2 days to go.  http://twitpic.com/2y2y1
4,1468366190,@Hjorth I think you meant @MrMadsen 
0,2329139713,oh no not Jill Munroe! 
4,1468086424,@surial 
0,2264580006,"I feel sick  im gonna go to sleep now well atleast try, nightynight"
4,1467936248,"@briancrouch yeah, you and i are both rockin' bothell. maybe i'll see you at the next event or fred meyer's or something "
4,1468021275,@teleken It's a feat of USB engineering! Makes every day a party.  
0,2328907704,Just found out that Farrah Fawcett passed away @ 62. She played Jill on series &quot;Charlie's Angels&quot;; lost battle w/ cancer 
0,2264681376,Leaving 4 the beach 
4,1468365901,"Probably looking at short week too, with long weekend.  enjoy the nice weather!"
4,1468036593,@realchrissystar I'm sure if I saw you I'd think you're way little! 
0,2264695432,I'm so stressed 
4,1467900403,Centrelink wasnt as bad as I thought it was going to be !!!! 
4,1467881636,Anyone else catch Scott Bakula's &quot;Oh Boy&quot; in #Chuck tonight?  
4,1467986291,@FallenStar1 YAY!!! (even if i can't go *pouts*) She's supporting morrissey on one of his CA shows too which makes me happy 
4,1467971447,@hzell good luck!!!! 
4,1468281999,"@leebrownhill unfortunately its hard not to be sometimes, hope todays better for you "
4,1468392534,@mensdomain Good morning  Sent you some lovin' 
4,1468296447,@tractorqueen I read it! That's why I thot it was him.  Btw did you read my meatballs comment????
0,2328997494,is really sad Farrah Fawcett died....I really want to go watch old Charlie's Angels episodes now... 
0,2329179378,fighting this darn sinus trouble I have. 
4,1468119070,@Ramoso Hihi I love it! Drinking Red Bull in the morning  
4,1468310167,"@perrins, d'oh  Although I still don't know which of the 47 labs in SV that is. The one in Burlingame?"
4,1468132469,@dougiemcfly good morning dougie 
4,1467823216,@iJohn kitteh is sleepin on my crotch which proves she likes me more 
0,2264556955,@actionmacleod You've still got it! Mmmmm Tim Tams. What about a chip bootie? I needed one last week 
0,2264577682,@tashmania fashion show hehe malu gila gw jd nya jelek gt :'( 
4,1467883155,Your Following for a Reason.....  www.facesbyrozzj.com
4,1468102333,@munche yay for following me!  I'll try me best to entertain the shit out of you via twitter 
4,1467880701,@rogieking Congrats on the newborn! Our first is due in June 
0,2264571034,Up at stupid o'clock to take the parents to the airport. 
0,2264646189,Cool fm didnt play the song i requested 
4,1468338901,@Trevieno  awesome 
4,1468072038,"My cuckold actually had the nerve to pass out on me, so I'll be taking calls on Niteflirt in a few.  Probably till 4am-ish  "
0,2264584093,i made pizza instead of noodles... nauseous... Should have eaten noodles  
0,2329058365,Charlie has a new angel! Rest in peace farrah fawcett. 
4,1468335483,woot! back from my job interview 
0,2328943622,"@decor8 hurumf, why do i see happy weekend "
4,1468206778,"@JonathanRKnight Thanks, I'll go with &quot;wake well&quot;  Good night to you!"
4,1468323994,"Wow, it's almost 3:00 a.m. I probably should go to bed. So is it good night all or good morning? See you later. "
4,1467916773,@danielc Sorry it wasn't Wrath of Khan.  But we made do. 
4,1467883350,If you are at #Paragon please vote my work!  LOL
0,2329032054,"@BigAC88 Wow, that is so sad  Rest in peace, Farrah Fawcett!"
0,2329199154,@rlangeles no.  I slept Ina lil.. But it still hurts.
4,1467822814,Just added tweetie to my new iPhone 
4,1468144941,@suburbanhipster haha michelle  u work too hard! haha
4,1467971451,@JamesDeen you are my own personal Jeepers 
4,1467882306,"@dmf71 I should change my name to qoosfr (queen of obscure science fiction references) instead of cbn2, which only 1 person understands. "
0,2264549538,Kate Nash inspires deep mother conversations. I an 12 minutes late for work bc mom was slow. 
0,2328966180,@angiebert  me either lets have a pity party
4,1467969754,@feh1325 Next you'll be using glue stick as chapstick 
0,2329176482,wishes he could win a holiday for his familty 
4,1468146843,sleeping under the stars 
4,1468323055,@jimmrowe hmmmm dumplings 
0,2264664436,Just another soggy Sunday 
4,1468118850,Going to bed after this show goes off.  lifes pretty grand.
0,2264696446,@jazzgirl555 ohmigod 30 hours?! crazy!!  poor you! xxx
0,2264498780,@HHumes its happening to everyone 
4,1467919286,"@milagro88 LOL! That's ok. Yeah, we did.  He's looking forward to Thursday since we're going around for Visita Iglesia. 14 churches!"
4,1468220736,Happy Birthday to my wee lil one Michael Patric O'Rourke. He's 1 year old now 
4,1468068524,@OfficialPRofOZ you deserve it  you work very hard for Oz!!
4,1468087907,"today was a good day, I love good daysss  wonder what tomorrow is gunna bring!"
4,1468335033,"@thph this is a GREAT twitter tutorial, maybe your hubby can watch it for you  http://tinyurl.com/4r5xwy He is such a good guy!!!"
4,1468280858,"todays diet: 2 packets of chips, 2 apples, lots of maccas, biscuits and sultana cake "
0,2329083019,@Sheindie I'm good. Things are moving along. Came back from lunch with the sad news 
0,2329092924,Someone call me and come into dundrum pleaase 
4,1468209322,"@eri74 But now you've got a lot of catching up to do TWEETY was on a roll, hahaha so was D !! And the rest of us ofcourse "
4,1468352484,@martinjgale mr hopkins and i will be better behaved tonite .. cultural evening of a haydn concert in gothic cathedral 
4,1468209835,"@GrantACummings Nah. Obama had UNC as his champ, Izzo should get a $479 billion bonus! "
4,1467918489,"I'm up. quite... err, early. My colleague &amp; i are off for outfit hunting. Need some new gowns. Gonna leave my 2 big babies sleeping. "
4,1467972460,@fromGGwithLove we shud go see obsesses 
0,2264604334,@jurgen I'll be saying hello Telstra on Friday! Optus is just woeful in every respect these days. 
4,1468236537,Good morning everyone! Got a package from Granma...let's see what's inside! 
4,1468147238,Weeeeeeh It's almost tomorrow today! 
0,2328967363,If I had the funds I would get up and runaway to the beach for a few days...I need it 
0,2264530090,@jumblejim Just watched the Sheriff's death on #Harpersisland Hard death to watch  Didn't want to see your character die!
4,1467919359,OMG .. Have to load up the iPOD off to Fresno tomorrow.. I need to stay entertained.  Leaving at 4 am urrrggg!
4,1468237244,Had a really good day today. Now it's  time for bed.  
4,1468178679,@Schofe I've justheard about the demonstrations on the news. Good luck 
4,1468133075,"@mileycyrus if it's less than an hour of sleep, its napping but more than an hour is sleeping. "
0,2328914632,Just realized I'm leaving paradise in 48 hours 
4,1468021426,@bustxamovex i love you 
0,2328946065,"likes the #guitarriot shirt best, but is a little disgruntled at having to choose only one.  #rocketriot @rocketriotXBLA"
4,1468007263,"@CuttaC @cocoandbreezy @zillaman @DatBoiBabyC @WRECKAMIC @ and everyone on here reppin Texas and Dallas, Mad Love &lt;3 Good nite y'all "
0,2329087373,@vmprfreak 
4,1467823989,Across the Universe. Sleep. Rehearsal tomorrow. 
4,1468296545,Thank You All for the Warm Wishes.!!! 
0,2329093179,Aw man  #RIPFarrahFawcett! You were the best Angel ever.  http://bit.ly/36UpED
0,2264570400,"wasting time, bored... Should study but really don't feel like it "
4,1468023828,@dustyedwards Of course! Have a good one! 
4,1468337401,@mayhemstudios And that's why you don't retweet any of my links 
4,1468394991,"@Bondwalker I know, I'm SO excited about it!! AND Red Dwarf this weekend too!! "
4,1468337420,"@caojunvincent I am ??, follow me "
4,1468195493,Woke up this morning don't believe what I saw...A hundred million bottles washed up on the shore!!! 
0,2264515197,Thinking back thinking of you... Dakota!!! &lt;3 Shame they wouldn't play it in Wetherspoon's 
4,1468297481,"@notytony Footage, yes. Slip of the pun, I think. "
4,1468101184,@twliciousness  @Moltz Today Hank learned the painful lesson all boys have to learn about t.. http://tinyurl.com/c6nmgq
4,1468101523,@cornbreadturner enjoy the milk  #gotmilk
4,1468068748,@janicerose i know u are  best one too
4,1467917377,@XPhile1908 &quot;convenience&quot; of the remedy &lt;---That's just cuz you are a doc!  #24
4,1468164662,@chr15t14n  thanks.
0,2329201408,@teemwilliams tell her to pray for me too!! i have the same problem 
4,1468297082,250 miles from home and its nice and sunny 
0,2264540874,I went and got Dunkin Donuts coffee yeah I know I shouldn't but its sooo good and I got hash browns and my puppies aer like wheres mine 
4,1468393916,@papadimitriou great app! thanks for sharing. 
4,1468177197,"@froggie775 If you want REALLY weird, listen to &quot;Everything Falls Apart&quot; and then go forward to &quot;Body of Song.&quot; "
4,1468323954,soup for dinner 
4,1467987223,"@Akelaa Hi sweet heart .. science &amp; cookies go hand in hand   What tweetup, hon?"
4,1468282911,reading writing and CP'ing 
4,1468160922,I love you best 
4,1467864416,@xShorty4Lifex white!! 
0,2264695371,It is too early for me to be alive right now.  nervvvvvv.
4,1468365629,@SteveCogan can send another if you're feeling you need some more 
4,1468321916,@bobbygill       and I look forward to them    
4,1468224051,@StephenChallens I am looking forward to some funny tweets from you  have a nice day XX
0,2264534735,@rustonb lol! At least ur not working... 
4,1468336827,@langforde you really need to get out more 
4,1468253567,Eventbox testen.. 
0,2329033681,RIP Farrah. We'll miss you 
0,2264568069,have a serious case of sinus. 
4,1468069363,@maikeru76 your np mean no problem??  In the Marriott world I worked iin..should never be a problem-always a pleasure! hahah! mp 
4,1468283239,@minalagarwal I was referring to ur previous tweet about u (rather you'll) doing it. Way to go putting it all out there on Twittersphere 
4,1468238011,Setting up new systems for contributors 
4,1468088551,Having a pleasant convo with my momma boutr hurting people  lol
0,2328911714,RIP Farrah... I'll be playing homage to you tomorrow at my friend's 70's themed Bday Party...  
4,1468037338,"Twidroid installed, lets spam twitter with the g1 google mobile "
4,1468004521,@chanc Can't wait to see you in 4 sleeps and 3 days! 
4,1467823132,Aw i'm holding my new puppy. Well He's not mine but He's a cutie. 
0,2264574175,@happymonkeyshoe wow that trailer showed nothing 
4,1467934850,My pinky toe has been broken for months. I should be concerned :| 
4,1468177193,"@ceanders good luck homes. I'll be at my computer for most of the day, so chat me if you want a diversion/support "
4,1468147729,Yay i actually slept this morning! 
0,2328967611,@swimmermag so the day I'm off..you are working 
4,1468164257,"watching another cinderella story  aparently it's better than a cinderella story, the hilary duff one. lol"
4,1468038252,on my way home from a relaxing weekend  to bad it's back to reality :/
0,2328913336,Farrah Fawcett died this morning from cancer.  
4,1468054629,is trying to get done with her research and go away for the weekend... 
0,2329166931,Hate how someone else took my nick 
0,2329114353,Bummed out now because I just heard that Farrah Fawcett passed away this morning    - I had her famous poster on my wall when I was a kid
4,1468164341,@NatashaD83 I agree with Jo! Don't say thanks Natasha! We're hrere for you! 
0,2264540431,"btw, i'm currenty listening to Ashley Tisdale's new album...it sounds so edited  but good tunes though"
4,1468193049,"@Steve_Buscemi hahahahaha, totally awesome!!!!! You made my life!!!!!!! "
4,1468252598,"@jnarin oh i didnt know what you were talking about. got it now. while i cant imagine, i am sure they dont realise what it means. "
4,1468238845,@Hollywood_Trey 
4,1468353314,reading some FML's and finishing up some socials 
4,1468252540,@Neil_Duckett Cool pics. In Kyoto geisha are usually called &quot;Maiko&quot; 
4,1467826078,21 Days till chris comes home and 67 days till summer 
0,2264607505,I actually have to go into work today.  Having these past two days off felt sooo good!
4,1468209459,"@tamarlovesu I CAN'T BELIEVE YOU PULLED THAT OFF!  Good shit, dude!  I SO wish I was there...  Sounds like it went well...  "
4,1468161913,"@needlestack Uh oh, now I'm getting kind of scared. "
4,1468295879,All clear! All important data restored! Now I have to setup my working Mac againï¿½ Thanks to Buddha for incremental backups 
4,1468363844,@Thamawat No way. Sleep is for the wicked - get up and create 
4,1468145953,@tommcfly haha morning then. i think (aussie here) wheat bix with honey!! or maple syrup and milk 
4,1468102886,"@FoxWhisperer that's cute! If you find an LS4, that would be excellent "
4,1468068920,"@greggrunberg Acting! You did it wonderfully! Great ep!  &quot;Monster&quot; will be a fate worse than death for Danko, hopefully."
0,2264548883,Ohh I droped the hot iron on my foot yestaday now my left foot looks totally euggggggh 
0,2328909575,R.I.P Farrah  I'm so devastated by this. I thought she was a brilliant person. http://bit.ly/WK8hk
4,1468325376,@mileycyrus http://twitpic.com/2y606 - GORGEOUS!!!  You just want to hug her!!! Bless! 
4,1467841579,"@missvic what do you mean, I do those things now and I'm OLD! "
0,2264595079,@flossa awww hunni!!  *runs to make you chicken soup*.  I sowwies. 
4,1467842970,"@JohnHays hmm, that I don't agree with entirely because I am most creative &amp; vibrant @ night for some reason...but I need 2 sleep too "
0,2264699860,@TweetDeck please can we have an 'open in safari' button in the browser on the iPhone? Can't figure out a way to bookmark tweeted links 
4,1468007859,"@GayTwink just for future reference, since i know you plan to message me hourly, its mykl4 with an L not a 1 "
4,1468036801,OK all... Off to sleep on my magnetic mattress.  http://bit.ly/hPNrI  G'night all!  Sweet Dreams.   
4,1468222615,@annepmitchell Love your sense of humour! It's more about being fired up than burnt out  - What's happening in your world this week?
4,1467954521,Dan leapt out of bed to take pictures of the lake. Snow on the ground but warm in the low morning sun. Bacon time 
4,1468220734,getting ready to go away tomorrow. 
0,2264543744,@ChorleyTheatre that is very very sad 
0,2329117524,"@jaguarjulie way too young, I mean  (pressed return too early!)"
4,1468295126,"@vulcanella Awesome. I &lt;3 CCC  It's very easy,so I'll bet you go fine with it"
4,1468116728,@matswife Yes you do have followers...12 of them! That's gotten at least one person into serious trouble 
4,1468222618,"@Flying_hei Yes, thanks - just about to get some hot coffee and hoping that 'Normal Service will be resumed as soon as possible'! "
4,1467937138,@JonathanRKnight  I totally agree!!! why r we limited on what we need to speak out about- i need more than 140! lol its sooo random 
4,1468116092,Latest blog post (repeat transmission for my American &amp; Canadian friends). Hope you dig! http://bit.ly/13vpz 
4,1468417938,im happy because im going out 2 c my lil cuzons    is it right 2 feel like tht ?
4,1468055076,"@asurana you're welcome, I haven't used aptana in &gt;6 months, let me know if you like it. "
0,2264522352,I can not sleeeeeep 
4,1468037310,http://twitpic.com/2y3z2 - need a twit pic asst. Any applicants? 
4,1468323960,"mmm, scooby doo fruit snacks are so great "
4,1468267233,in-laws and b-day boy carlos are all in dreamland. i'm so happy they are here.     
0,2328957478,I need to drive around and charge my phone. Ugh 
4,1468148052,@marcfennell now thats fun!!! enjoy the premier. 
0,2264605477,"Apparently when i draw a fox it comes out looking like a terrible hybrid of a fox, dog, wolf and road kill "
4,1468351036,"@njames congrats dude, hope you're liking it  any hiccups just fire me a question"
4,1468130244,"@moonfrye I find your tweets are extraordinarily and consistently positive. Given my own last tweet, I could take a page from your book. "
4,1467952267,listening to then by Brad Paisley! 
4,1467824840,@fuzeb they are so serious too while singing like.. whoa  hehe lsd maybe? j/k lolol
4,1468131842,In our new feature we're launching tomorrow I am going to launch a new list &quot;people I really trust&quot;  Good night!
4,1467825431,"Just wrote on a toilet wall... but only to correct poor spelling. And in highlighter, so it will wash off. HARDCORE "
4,1468335332,"@ricklondon  don't worry, your lyrics are safe.   We don't steal music or lyrics...ask our accountant!"
0,2329143704,"@veganboy     yikes. Luckily, I'm obsessed with those simply asia noodle bowls so I'll just stick to those."
0,2328966247,R.I.P. Farrah  Your hairstyle will live on forever.
4,1467844374,@wendy_bowser Thank you for the kind words!  I appreciate it.  Have a great night 
0,2264566068,"@Fazerella emo mooooooooooooooddddd!  pissy weather, pissy mood! im stressin soooooooooo bad about sience examz!"
4,1468007412,done with &quot;The Hills&quot;......have the flu....I think? But I need a smoke. LOL. 
4,1468004732,@lspearmanii @milagro88 @dmf71 @paulmason10538 @mauibeech @gunka @maczter @ThankTank  #Gratitude
4,1468281495,And if you want privacy what you are you doing on twitter??? 
4,1467862849,Thinks everyone needs to go buy Tina Parol's song Who's Got Your Money on iTunes ... NOW! 
4,1468251090,"@oedesigner great link, it can certainly help a lot that's for sure! just got to know what to do and what not to do "
4,1468133485,"@jaredleto Yeah...Here is 1 vegan  P.S. Jared, you are one of the greatest artist of all time !"
